action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,1402882,[],CHEMBL828563,Inhibitory concentration against Fatty-acid amide hydrolase,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCC(=O)C(F)(F)F,,,CHEMBL1142723,J Med Chem,2005.0,"{'bei': '23.05', 'le': '0.48', 'lle': '1.04', 'sei': '26.50'}",CHEMBL93675,,CHEMBL93675,4.52,0,http://www.openphacts.org/units/Nanomolar,360526,=,1,1,=,,IC50,nM,,30000.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,uM,UO_0000065,,30.0
,,1402886,[],CHEMBL828563,Inhibitory concentration against Fatty-acid amide hydrolase,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCCCC(=O)C(F)(F)F,,,CHEMBL1142723,J Med Chem,2005.0,"{'bei': '22.29', 'le': '0.46', 'lle': '0.74', 'sei': '29.29'}",CHEMBL90258,,CHEMBL90258,5.00,0,http://www.openphacts.org/units/Nanomolar,360531,=,1,1,=,,IC50,nM,,10000.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,uM,UO_0000065,,10.0
,,1402945,[],CHEMBL828563,Inhibitory concentration against Fatty-acid amide hydrolase,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCCCCCC(=O)C(F)(F)F,,,CHEMBL1142723,J Med Chem,2005.0,"{'bei': '19.82', 'le': '0.40', 'lle': '-0.04', 'sei': '29.29'}",CHEMBL90308,,CHEMBL90308,5.00,0,http://www.openphacts.org/units/Nanomolar,360532,=,1,1,=,,IC50,nM,,10000.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,uM,UO_0000065,,10.0
,,1402949,[],CHEMBL828563,Inhibitory concentration against Fatty-acid amide hydrolase,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCCCCCCCCCCCC(=O)C(F)(F)F,,,CHEMBL1142723,J Med Chem,2005.0,"{'bei': '15.44', 'le': '0.31', 'lle': '-2.19', 'sei': '30.43'}",CHEMBL89946,,CHEMBL89946,5.19,0,http://www.openphacts.org/units/Nanomolar,360539,=,1,1,=,,IC50,nM,,6400.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,uM,UO_0000065,,6.4
,,1402953,[],CHEMBL828563,Inhibitory concentration against Fatty-acid amide hydrolase,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1ccccc1)C(F)(F)F,,,CHEMBL1142723,J Med Chem,2005.0,,CHEMBL293277,,CHEMBL293277,,0,http://www.openphacts.org/units/Nanomolar,360540,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,uM,UO_0000065,,100.0
,,1402958,[],CHEMBL828563,Inhibitory concentration against Fatty-acid amide hydrolase,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Cc1ccccc1)C(F)(F)F,,,CHEMBL1142723,J Med Chem,2005.0,,CHEMBL292454,,CHEMBL292454,,0,http://www.openphacts.org/units/Nanomolar,360547,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,uM,UO_0000065,,100.0
,,1402962,[],CHEMBL828563,Inhibitory concentration against Fatty-acid amide hydrolase,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CCCCCc1ccccc1)C(F)(F)F,,,CHEMBL1142723,J Med Chem,2005.0,"{'bei': '21.70', 'le': '0.43', 'lle': '1.38', 'sei': '31.05'}",CHEMBL413727,,CHEMBL413727,5.30,0,http://www.openphacts.org/units/Nanomolar,360553,=,1,1,=,,IC50,nM,,5000.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,uM,UO_0000065,,5.0
,,1402966,[],CHEMBL828563,Inhibitory concentration against Fatty-acid amide hydrolase,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CCCCCCc1ccccc1)C(F)(F)F,,,CHEMBL1142723,J Med Chem,2005.0,"{'bei': '20.52', 'le': '0.40', 'lle': '0.99', 'sei': '31.05'}",CHEMBL91416,,CHEMBL91416,5.30,0,http://www.openphacts.org/units/Nanomolar,360554,=,1,1,=,,IC50,nM,,5000.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,uM,UO_0000065,,5.0
,,1402970,[],CHEMBL828563,Inhibitory concentration against Fatty-acid amide hydrolase,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CCCCCCCc1ccccc1)C(F)(F)F,,,CHEMBL1142723,J Med Chem,2005.0,"{'bei': '20.93', 'le': '0.41', 'lle': '1.00', 'sei': '33.39'}",CHEMBL91417,,CHEMBL91417,5.70,0,http://www.openphacts.org/units/Nanomolar,360560,=,1,1,=,,IC50,nM,,2000.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,uM,UO_0000065,,2.0
,,1402974,[],CHEMBL828563,Inhibitory concentration against Fatty-acid amide hydrolase,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCC/C=C\CCCCCCCC(=O)c1nc2ccccc2o1,,,CHEMBL1142723,J Med Chem,2005.0,"{'bei': '13.04', 'le': '0.24', 'lle': '-3.05', 'sei': '11.60'}",CHEMBL285678,,CHEMBL285678,5.00,0,http://www.openphacts.org/units/Nanomolar,360561,=,1,1,=,,IC50,nM,,10000.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,uM,UO_0000065,,10.0
,,1402978,[],CHEMBL828563,Inhibitory concentration against Fatty-acid amide hydrolase,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCC/C=C\CCCCCCCC(=O)c1nc2ncccc2o1,,,CHEMBL1142723,J Med Chem,2005.0,"{'bei': '19.24', 'le': '0.36', 'lle': '-0.04', 'sei': '13.21'}",CHEMBL35925,,CHEMBL35925,7.40,0,http://www.openphacts.org/units/Nanomolar,360567,=,1,1,=,,IC50,nM,,40.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,uM,UO_0000065,,0.04
,,1402982,[],CHEMBL828563,Inhibitory concentration against Fatty-acid amide hydrolase,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CCCCCc1ccccc1)c1nc2ccccc2o1,,,CHEMBL1142723,J Med Chem,2005.0,"{'bei': '17.04', 'le': '0.31', 'lle': '0.19', 'sei': '11.60'}",CHEMBL366907,,CHEMBL366907,5.00,0,http://www.openphacts.org/units/Nanomolar,360568,=,1,1,=,,IC50,nM,,10000.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,uM,UO_0000065,,10.0
,,1402986,[],CHEMBL828563,Inhibitory concentration against Fatty-acid amide hydrolase,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CCCCCc1ccccc1)c1nc2ncccc2o1,,,CHEMBL1142723,J Med Chem,2005.0,"{'bei': '30.58', 'le': '0.56', 'lle': '4.79', 'sei': '16.07'}",CHEMBL175854,,CHEMBL175854,9.00,1,http://www.openphacts.org/units/Nanomolar,360574,=,1,1,=,,IC50,nM,,1.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,uM,UO_0000065,,0.001
,,1402990,[],CHEMBL828563,Inhibitory concentration against Fatty-acid amide hydrolase,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CCCCCCc1ccccc1)c1nc2ncccc2o1,,,CHEMBL1142723,J Med Chem,2005.0,"{'bei': '30.88', 'le': '0.57', 'lle': '4.92', 'sei': '17.01'}",CHEMBL367966,,CHEMBL367966,9.52,0,http://www.openphacts.org/units/Nanomolar,360575,=,1,1,=,,IC50,nM,,0.3,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,uM,UO_0000065,,0.0003
,,1402994,[],CHEMBL828563,Inhibitory concentration against Fatty-acid amide hydrolase,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCCC#CCCCCCCCC(=O)c1nc2ncccc2o1,,,CHEMBL1142723,J Med Chem,2005.0,"{'bei': '22.74', 'le': '0.42', 'lle': '1.81', 'sei': '15.54'}",CHEMBL175580,,CHEMBL175580,8.70,0,http://www.openphacts.org/units/Nanomolar,360581,=,1,1,=,,IC50,nM,,2.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,uM,UO_0000065,,0.002
,,1403043,[],CHEMBL828563,Inhibitory concentration against Fatty-acid amide hydrolase,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CCCCCCc1ccccc1)c1ncc(-c2ccccn2)o1,,,CHEMBL1142723,J Med Chem,2005.0,"{'bei': '26.01', 'le': '0.48', 'lle': '3.59', 'sei': '15.54'}",CHEMBL177577,,CHEMBL177577,8.70,1,http://www.openphacts.org/units/Nanomolar,360604,=,1,1,=,,IC50,nM,,2.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,uM,UO_0000065,,0.002
,,1403051,[],CHEMBL828563,Inhibitory concentration against Fatty-acid amide hydrolase,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCCC#CCCCCCCCC(=O)c1ncc(-c2ccccn2)o1,,,CHEMBL1142723,J Med Chem,2005.0,"{'bei': '18.84', 'le': '0.35', 'lle': '0.30', 'sei': '13.75'}",CHEMBL174397,,CHEMBL174397,7.70,0,http://www.openphacts.org/units/Nanomolar,360524,=,1,1,=,,IC50,nM,,20.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,uM,UO_0000065,,0.02
,,1424945,[],CHEMBL833470,Inhibitory concentration of fatty acid amide hydrolase using FP-Rh radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCCCCCCCCCCCC(=O)C(F)(F)F,,,CHEMBL1142011,Bioorg Med Chem Lett,2005.0,"{'bei': '15.44', 'le': '0.31', 'lle': '-2.19', 'sei': '30.43'}",CHEMBL89946,,CHEMBL89946,5.19,1,http://www.openphacts.org/units/Nanomolar,366652,=,1,1,=,,IC50,nM,,6400.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,uM,UO_0000065,,6.4
,,1424949,[],CHEMBL833470,Inhibitory concentration of fatty acid amide hydrolase using FP-Rh radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CCCCCc1ccccc1)C(F)(F)F,,,CHEMBL1142011,Bioorg Med Chem Lett,2005.0,"{'bei': '21.70', 'le': '0.43', 'lle': '1.38', 'sei': '31.05'}",CHEMBL413727,,CHEMBL413727,5.30,1,http://www.openphacts.org/units/Nanomolar,366653,=,1,1,=,,IC50,nM,,5000.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,uM,UO_0000065,,5.0
,,1424953,[],CHEMBL833470,Inhibitory concentration of fatty acid amide hydrolase using FP-Rh radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CCCCCCc1ccccc1)C(F)(F)F,,,CHEMBL1142011,Bioorg Med Chem Lett,2005.0,"{'bei': '20.52', 'le': '0.40', 'lle': '0.99', 'sei': '31.05'}",CHEMBL91416,,CHEMBL91416,5.30,1,http://www.openphacts.org/units/Nanomolar,366659,=,1,1,=,,IC50,nM,,5000.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,uM,UO_0000065,,5.0
,,1425061,[],CHEMBL833470,Inhibitory concentration of fatty acid amide hydrolase using FP-Rh radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CCCCCCCc1ccccc1)C(F)(F)F,,,CHEMBL1142011,Bioorg Med Chem Lett,2005.0,"{'bei': '20.93', 'le': '0.41', 'lle': '1.00', 'sei': '33.39'}",CHEMBL91417,,CHEMBL91417,5.70,1,http://www.openphacts.org/units/Nanomolar,366665,=,1,1,=,,IC50,nM,,2000.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,uM,UO_0000065,,2.0
,,1425065,[],CHEMBL833470,Inhibitory concentration of fatty acid amide hydrolase using FP-Rh radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCC/C=C/CCCCCCCC(=O)C(F)(F)F,,,CHEMBL1142011,Bioorg Med Chem Lett,2005.0,"{'bei': '15.85', 'le': '0.31', 'lle': '-1.86', 'sei': '31.05'}",CHEMBL329187,,CHEMBL329187,5.30,0,http://www.openphacts.org/units/Nanomolar,366666,=,1,1,=,,IC50,nM,,5000.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,uM,UO_0000065,,5.0
,,1425069,[],CHEMBL833470,Inhibitory concentration of fatty acid amide hydrolase using FP-Rh radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCC/C=C\CCCCCCCC(=O)c1ncco1,,,CHEMBL1142011,Bioorg Med Chem Lett,2005.0,"{'bei': '17.09', 'le': '0.32', 'lle': '-1.19', 'sei': '13.22'}",CHEMBL39412,,CHEMBL39412,5.70,1,http://www.openphacts.org/units/Nanomolar,366672,=,1,1,=,,IC50,nM,,2000.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,uM,UO_0000065,,2.0
,,1425073,[],CHEMBL833470,Inhibitory concentration of fatty acid amide hydrolase using FP-Rh radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCC/C=C\CCCCCCCC(=O)c1nc2ccccc2o1,,,CHEMBL1142011,Bioorg Med Chem Lett,2005.0,"{'bei': '13.04', 'le': '0.24', 'lle': '-3.05', 'sei': '11.60'}",CHEMBL285678,,CHEMBL285678,5.00,1,http://www.openphacts.org/units/Nanomolar,366673,=,1,1,=,,IC50,nM,,10000.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,uM,UO_0000065,,10.0
,,1425077,[],CHEMBL833470,Inhibitory concentration of fatty acid amide hydrolase using FP-Rh radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCC/C=C\CCCCCCCC(=O)c1nc2ncccc2o1,,,CHEMBL1142011,Bioorg Med Chem Lett,2005.0,"{'bei': '19.24', 'le': '0.36', 'lle': '-0.04', 'sei': '13.21'}",CHEMBL35925,,CHEMBL35925,7.40,1,http://www.openphacts.org/units/Nanomolar,366393,=,1,1,=,,IC50,nM,,40.0,CHEMBL2243,Homo sapiens,Anandamide amidohydrolase,9606,,,IC50,uM,UO_0000065,,0.04
